id,hour,lat,lon,mag,depth,nsta,label
01054,01,34.2383,139.2408,4.2,11.0,39,1
01055,01,34.2632,139.1767,3.1,11.2,39,1
01056,06,34.1883,139.2660,3.3,14.2,39,1
01057,06,34.1888,139.2593,3.8,14.2,43,1
01059,09,34.2798,139.1843,2.9,10.2,38,1
01060,10,34.3015,139.2100,2.8,9.0,36,1
01061,12,34.2315,139.2007,4.2,11.6,34,1
01062,13,34.2635,139.2330,3.3,9.5,20,1
01064,21,34.1902,139.2817,4.2,14.2,23,1
01069,09,34.2220,139.2125,3.3,12.3,39,1
01074,19,34.1513,139.3268,4.0,16.6,39,1
01075,23,34.2273,139.2275,4.1,17.0,38,1
01076,23,34.2332,139.2232,4.4,16.4,34,1
01077,00,34.2365,139.2268,4.1,15.6,36,1
01079,02,34.2307,139.2092,4.2,13.8,39,1
01080,09,37.0302,138.0097,3.5,12.4,38,1
01082,14,34.1805,139.3137,4.5,15.2,37,1
01083,01,34.3633,139.2482,2.6,11.9,26,1
01085,12,34.2548,139.2228,4.3,9.6,40,1
01086,19,34.2703,139.1845,3.1,11.5,38,1
01090,22,42.1772,140.6835,3.4,13.4,24,1
01091,08,34.2015,139.2518,3.5,13.2,22,1
01092,02,34.2470,139.2210,3.4,10.6,27,1
01097,13,34.2027,139.2462,3.8,15.2,39,1
01100,00,34.1473,139.3797,4.0,15.3,28,1
01102,00,34.1772,139.3077,4.2,15.2,33,1
01103,00,34.1630,139.3152,3.5,17.1,26,1
01104,01,34.1643,139.3193,3.6,13.8,29,1
01105,01,34.1747,139.2575,3.5,11.7,16,1
01106,01,34.1778,139.3203,4.1,14.4,27,1
01109,01,34.1625,139.3062,4.2,16.7,31,1
01110,02,34.1792,139.3295,3.7,13.5,13,1
01112,03,34.1558,139.3670,4.2,12.2,23,1
01114,03,34.1598,139.3667,4.4,12.3,24,1
01116,03,34.1732,139.3612,4.3,13.0,17,1
01117,03,34.1503,139.3428,3.6,13.9,22,1
01123,04,34.1320,139.3522,3.7,15.6,14,1
01124,04,34.1488,139.3583,4.1,12.5,24,1
01128,04,34.1168,139.2690,4.6,22.3,19,1
01129,04,34.1340,139.3642,4.2,13.9,24,1
01130,04,34.0760,139.3367,4.2,20.2,30,1
01131,05,34.1417,139.3598,4.4,13.2,34,1
01132,05,34.1560,139.3623,4.6,12.6,27,1
01139,06,34.0952,139.3842,4.0,14.4,23,1
01141,06,34.1388,139.3657,4.2,15.2,21,1
01144,07,34.1407,139.3753,3.6,13.8,23,1
01145,17,34.1647,139.2448,3.4,13.8,24,1
01146,04,35.7157,139.6982,3.6,33.2,41,1
01147,10,34.2750,139.1827,3.5,7.2,16,1
01148,10,34.1877,139.2688,3.7,11.9,25,1
01149,10,34.2580,139.1582,3.6,8.4,25,1
01153,12,34.2008,139.1950,3.3,10.4,38,1
01158,22,34.3800,139.2252,2.5,1.0,17,1
01160,08,34.2930,139.1995,2.8,8.0,24,1
01161,12,34.3760,139.2237,2.9,4.8,38,1
01165,05,34.3110,139.1890,3.4,5.6,39,1
01167,16,34.1323,139.3743,4.3,14.7,40,1
01168,22,34.4913,139.2105,4.2,12.3,39,1
01174,07,35.4250,139.0228,3.7,19.9,41,1
01175,14,34.0860,139.5023,2.9,0.0,25,1
01179,22,42.7847,144.8948,4.5,74.2,33,1
01181,22,24.4890,123.7475,4.1,9.4,5,1
01183,11,34.3912,139.2165,4.0,7.9,39,1
01184,12,34.1815,139.3003,2.1,17.1,20,1
01187,20,36.0620,139.6187,4.3,60.2,39,1
01188,07,34.5197,139.2083,3.0,9.6,40,1
01189,07,34.5228,139.2113,3.6,1.8,33,1
01190,07,34.5155,139.2313,4.3,10.4,39,1
01191,01,34.5257,139.2455,2.7,2.5,37,1
01192,07,35.9145,140.8565,4.4,41.4,38,1
01194,23,34.3267,139.1927,1.9,1.5,25,1
01195,11,32.6963,130.7695,3.8,8.9,30,1
01196,08,29.7215,129.9675,4.0,18.4,10,1
01197,03,34.2403,139.2263,4.1,11.3,35,1
01198,14,29.3775,129.4367,3.8,29.4,28,1
01203,22,29.3818,129.4770,3.9,28.6,27,1
01206,13,35.2665,133.3638,4.0,12.6,27,1
01207,13,35.2767,133.3413,4.2,16.2,30,1
01210,13,35.2922,133.3308,3.1,12.6,17,1
01212,13,35.2800,133.3483,4.5,14.5,33,1
01214,13,35.4043,133.2928,3.1,8.5,17,1
01215,13,35.3865,133.2855,3.8,9.1,32,1
01221,14,35.2977,133.3268,3.0,2.9,20,1
01226,14,35.3173,133.3210,4.2,8.0,32,1
01228,14,35.2205,133.3960,3.0,10.4,20,1
01229,15,35.2867,133.3528,3.4,12.8,34,1
01231,15,35.3113,133.3413,2.8,4.0,19,1
01234,16,35.1947,133.4227,3.4,8.5,34,1
01235,16,35.3253,133.3302,3.1,6.8,20,1
01236,16,35.3258,133.3315,3.2,5.6,20,1
01237,16,35.1845,133.4170,3.2,0.9,20,1
01238,17,35.3793,133.3027,3.2,15.6,19,1
01239,17,35.2197,133.4270,2.7,1.4,20,1
01240,17,35.2923,133.3645,3.4,7.8,20,1
01241,18,35.2733,133.3495,3.4,12.7,20,1
01243,20,35.1952,133.4225,3.3,7.0,20,1
01245,23,35.2980,133.2902,4.2,6.9,20,1
01246,04,35.2083,133.4277,2.8,2.4,21,1
01249,06,35.3598,133.2962,4.4,8.4,33,1
01255,12,35.3183,133.3155,3.3,6.4,21,1
01256,16,35.3607,133.3302,3.2,6.5,21,1
01261,01,35.1925,133.4245,3.4,2.6,21,1
01262,06,35.3395,133.2948,3.8,6.3,21,1
01263,06,35.2197,133.3865,3.3,0.5,21,1
01264,06,35.1963,133.1308,3.3,8.3,21,1
01267,20,35.3670,133.3042,4.2,7.7,21,1
01269,01,35.2312,133.3880,3.1,2.6,21,1
01271,06,35.3192,133.3098,3.4,5.8,21,1
01272,19,35.2738,133.3472,3.3,11.7,21,1
01273,19,35.3168,133.3170,3.2,6.0,21,1
01274,02,35.3153,133.3187,3.3,6.0,21,1
01278,19,32.4345,130.5083,3.5,9.7,38,1
01279,22,35.3847,133.2998,3.2,8.8,21,1
01281,14,35.4277,133.2975,2.8,9.6,21,1
01282,15,35.5370,139.6898,4.0,86.7,40,1
01283,19,35.4157,133.3253,2.1,8.3,21,1
01285,03,35.3658,133.2975,3.6,8.2,21,1
01288,07,35.3743,133.2827,3.4,8.2,21,1
01289,17,35.3375,133.3165,3.6,10.0,21,1
01291,10,35.2713,133.3513,3.4,9.0,21,1
01294,20,34.1075,140.5188,5.0,86.5,37,1
01298,14,35.2908,133.3188,3.2,12.1,22,1
01299,23,35.2238,133.2962,3.7,8.1,35,1
01300,08,35.3827,133.2692,3.8,9.2,22,1
01302,00,34.0700,135.6008,3.7,66.2,39,1
01305,04,35.3840,133.2885,3.1,9.5,23,1
01307,10,35.3592,133.3030,3.3,7.8,23,1
01309,18,35.3708,133.2905,3.8,9.6,37,1
01310,00,42.4327,144.9412,6.1,41.1,25,1
01311,12,42.4687,144.9278,5.4,43.5,22,1
01312,23,42.7703,144.5603,4.5,54.9,33,1
01315,01,35.8345,141.1425,5.5,34.9,39,1
01318,10,35.3918,133.2972,3.6,11.5,38,1
01320,13,34.2353,139.1403,3.1,8.9,37,1
01322,15,36.9503,138.7680,3.9,8.9,39,1
01323,22,37.4363,139.7017,3.8,3.4,31,1
01326,18,35.4717,134.5117,4.1,9.4,34,1
01330,18,35.1860,133.4268,3.5,5.3,36,1
01331,05,35.5045,134.4792,4.8,10.6,40,1
01333,06,35.4848,134.4935,4.2,9.5,33,1
01334,07,35.4933,134.4887,4.7,10.9,40,1
01338,08,35.0937,135.6797,4.1,12.8,40,1
01339,17,29.4165,129.4328,3.3,26.7,17,1
01342,08,35.5000,139.0715,4.5,17.3,39,1
01345,07,34.9702,135.6277,3.3,10.0,38,1
01347,02,35.4687,134.5138,4.2,11.1,40,1
01348,06,37.1900,142.2552,5.9,15.8,43,1
01349,14,34.7647,139.5893,4.5,22.9,39,1
01351,20,28.6317,129.0573,5.1,65.6,11,1
01353,07,29.6098,129.9808,4.0,28.4,16,1
01354,12,35.8260,137.5595,3.5,8.5,40,1
01355,07,33.5255,135.4348,3.6,15.9,40,1
01359,17,36.8173,139.3630,3.8,4.5,39,1
01360,21,33.7943,132.0172,4.6,64.4,39,1
01361,10,35.3077,140.3477,4.6,98.7,41,1
01363,08,42.7313,145.3808,5.6,47.6,21,1
01365,19,35.4812,135.9173,4.2,13.6,39,1
01366,09,35.6170,141.0888,5.0,37.5,39,1
01367,01,36.0827,139.7760,4.1,58.9,41,1
01368,15,35.3817,133.3183,3.8,10.9,40,1
01370,22,34.2485,139.2440,4.7,11.4,38,1
01371,02,34.1175,139.5545,2.8,0.0,34,1
01372,06,42.3340,143.0932,4.6,49.4,25,1
01373,22,34.2227,139.2360,3.2,14.6,38,1
01379,11,35.0018,138.1032,4.5,29.8,40,1
01382,02,36.8233,135.5972,4.5,20.4,40,1
01383,08,34.9227,136.7890,3.4,13.5,40,1
01386,01,35.6385,139.5420,3.7,28.9,41,1
01389,22,42.9632,145.2595,5.1,61.1,25,1
01392,14,34.0107,135.1630,4.0,7.2,36,1
01394,19,34.2393,139.2090,3.4,13.2,38,1
01398,18,41.0177,142.3815,5.3,40.7,39,1
01401,05,31.4887,131.8372,4.7,23.5,40,1
01402,23,36.7568,141.4728,5.3,41.9,39,1
01406,05,33.8492,136.1965,4.2,43.8,41,1
01408,04,36.3128,140.0947,4.4,71.2,39,1
01411,06,36.0880,139.8558,4.4,49.0,40,1
01416,06,35.3695,133.3028,3.4,8.9,20,1
01418,19,42.0110,142.5902,4.6,60.4,39,1
01419,11,25.1767,125.2642,5.3,70.2,13,1
01427,09,28.2923,129.4947,4.6,35.0,11,1
01428,06,24.2747,123.6197,4.7,19.5,6,1
01431,01,34.2445,139.2147,3.0,11.5,39,1
01432,23,34.2753,139.2367,2.9,10.2,38,1
01433,11,35.1295,135.7737,3.4,13.3,20,1
01434,12,33.9442,135.6303,3.4,11.3,20,1
01436,16,33.9567,135.6380,4.1,11.7,20,1
01438,21,35.8880,140.6128,4.5,44.0,39,1
01439,02,34.7217,139.4160,1.6,0.0,27,1
01440,16,34.7485,139.6230,3.9,20.1,37,1
01441,03,34.7125,139.4223,1.9,0.0,34,1
01442,18,43.7142,147.3573,5.8,32.0,40,1
01445,08,37.7678,141.8225,4.8,39.4,32,1
01446,05,37.4048,138.9463,4.0,11.1,17,1
01447,06,33.6017,135.2445,4.3,37.8,32,1
01448,19,36.1810,140.1060,4.5,68.9,40,1
01452,20,40.3487,142.1580,4.5,56.2,40,1
01454,12,37.1073,141.1250,4.2,51.4,31,1
01455,15,34.0767,134.4582,4.2,9.4,20,1
01458,17,32.5155,129.9630,4.0,8.7,37,1
01460,05,35.4603,139.1295,4.0,17.5,20,1
01463,07,34.3252,139.1815,2.3,4.0,26,1
01468,23,28.3047,129.3935,3.8,32.9,13,1
01470,15,34.2617,139.1797,2.6,12.4,30,1
01471,16,34.2665,139.1830,3.2,14.1,32,1
01473,18,33.2933,131.9820,4.2,58.0,39,1
01477,05,44.2790,146.7407,5.7,145.9,39,1
01481,08,35.7433,140.7020,4.7,46.7,39,1
01483,18,24.8175,125.3958,4.6,50.0,12,1
01484,17,28.0885,129.6267,5.4,54.3,14,1
01486,20,35.0715,135.6727,4.3,15.7,20,1
01487,21,43.5552,147.4558,5.8,11.8,40,1
01488,17,36.4568,140.6178,4.4,57.9,38,1
01490,01,40.4790,141.2383,4.3,104.2,32,1
01497,05,32.7282,130.8045,3.7,11.7,37,1
01498,18,34.0447,135.2692,4.0,7.6,20,1
01499,07,40.9797,142.0027,4.3,57.7,32,1
01502,01,35.3655,133.7278,4.0,9.2,20,1
01503,04,38.7680,141.1438,3.9,8.6,20,1
01504,09,35.3595,133.7528,3.9,6.8,20,1
01507,13,36.1908,137.9988,2.8,6.4,20,1
01508,19,37.7648,142.7678,5.8,29.2,31,1
01510,01,36.3690,141.1235,5.4,49.7,38,1
01512,09,35.3397,133.4030,3.4,11.8,20,1
01513,05,39.8193,139.9588,4.5,20.1,32,1
01517,02,35.1422,135.6557,3.4,8.1,20,1
01522,08,38.6673,141.8807,4.3,54.1,32,1
01523,00,38.7107,142.3178,5.3,40.1,32,1
01525,08,28.4018,130.2665,5.1,31.6,22,1
01531,13,36.4213,141.1283,4.7,46.7,39,1
01532,18,41.9725,142.5545,4.3,62.1,41,1
01533,00,31.9705,130.4520,3.6,8.2,40,1
01537,14,34.2040,139.2527,3.5,12.6,38,1
01541,03,37.2487,138.6145,2.9,11.8,20,1
01542,18,36.0577,136.3402,3.9,5.6,20,1
01544,10,35.8455,137.5792,2.9,7.6,20,1
01548,02,41.9360,142.4408,4.7,65.3,37,1
01550,00,37.0527,138.4853,3.2,11.9,20,1
01552,21,35.5183,135.9745,4.2,14.2,20,1
01553,14,42.4980,143.0057,4.7,99.6,41,1
01554,22,36.1165,139.3075,3.7,10.6,20,1
01555,04,34.2485,135.4282,3.5,8.0,20,1
01558,13,34.8170,132.1375,4.1,13.5,20,1
01559,01,35.1198,132.7197,4.4,11.0,20,1
01560,04,36.0723,139.9088,4.6,47.1,32,1
01562,22,43.5282,147.6833,6.0,18.0,39,1
01563,09,35.0175,132.9273,3.6,6.8,20,1
01564,23,36.0362,139.9045,4.2,45.5,38,1
01565,11,35.8130,140.1097,4.6,69.6,39,1
01566,00,35.8758,140.0693,4.6,49.9,35,1
01570,03,35.8592,137.5937,3.0,7.3,20,1
01571,18,38.8255,141.6690,4.3,66.1,25,1
01572,18,38.8287,141.6210,4.5,71.7,37,1
01576,22,38.8885,141.6700,4.2,65.7,39,1
01579,10,38.7987,141.6460,3.9,62.6,32,1
01580,21,38.9643,141.6343,4.0,68.5,31,1
01581,06,38.8505,141.6215,4.5,73.4,32,1
01582,02,36.1695,139.8078,4.0,54.5,30,1
01584,18,38.8548,141.6160,4.6,74.4,32,1
01586,18,36.4230,140.7025,4.7,54.2,40,1
01587,07,35.2683,140.2963,3.7,15.3,20,1
01589,04,41.5848,139.4342,4.5,21.2,32,1
01591,20,38.8122,141.5768,4.4,71.9,32,1
01597,12,38.8313,141.5828,4.6,75.4,32,1
01598,19,38.8037,141.6063,4.4,70.6,32,1
01599,00,38.4255,141.1718,2.7,10.9,20,1
01601,00,38.4232,141.1703,3.3,11.8,20,1
01602,00,38.3997,141.1535,3.2,11.7,20,1
01603,01,38.3940,141.1538,3.0,11.6,20,1
01606,03,38.4412,141.1762,3.2,12.4,20,1
01610,07,38.3985,141.2138,3.8,10.8,20,1
01616,07,38.4017,141.2197,3.1,13.7,20,1
01620,08,38.4148,141.1970,2.6,12.7,18,1
01624,09,38.3998,141.1922,3.5,11.4,20,1
01625,09,38.4105,141.2105,2.5,7.8,18,1
01626,09,38.4130,141.1745,2.9,11.6,20,1
01627,09,38.4017,141.1997,3.1,7.8,17,1
01628,09,38.3858,141.1560,3.1,10.9,22,1
01633,14,38.4628,141.1678,4.0,12.7,20,1
01637,02,38.4482,141.1877,3.2,12.1,20,1
01639,04,38.4443,141.1860,3.2,12.4,20,1
01640,08,38.4857,141.1777,3.5,12.2,20,1
01641,15,46.8195,139.1477,7.1,487.0,23,1
01643,05,38.4110,141.2110,2.5,10.5,20,1
01644,15,38.3948,141.1708,3.1,11.9,20,1
01647,19,38.4282,141.1938,3.7,11.6,20,1
01648,04,38.3848,141.1630,2.8,10.8,20,1
01650,06,38.4633,141.1892,3.6,12.2,20,1
01651,04,38.4022,141.2162,2.8,10.7,20,1
01652,01,38.4082,141.2008,2.5,13.8,20,1
01656,23,33.5635,133.9805,4.6,36.6,32,1
01659,05,39.0455,140.9523,3.5,7.2,20,1
01660,22,38.9743,141.6530,4.6,69.9,32,1
01664,02,38.4835,141.1337,4.0,14.1,20,1
01666,22,38.5135,141.2255,3.5,10.9,20,1
01668,19,38.4862,141.1873,3.8,12.3,20,1
01672,07,42.0595,143.7300,5.2,40.9,36,1
01676,01,42.3305,144.3722,5.1,48.9,40,1
01677,08,42.1952,144.7273,5.1,28.6,40,1
01679,13,42.6038,144.8118,5.5,48.2,40,1
01684,05,42.2242,142.9188,4.7,55.5,39,1
01685,08,38.7155,141.6862,4.5,74.3,32,1
01686,01,31.9715,130.4473,3.3,5.5,39,1
01688,04,42.2407,144.7412,5.6,28.5,40,1
01692,03,41.7600,143.8212,5.5,48.0,39,1
01695,11,40.9683,140.7830,3.6,13.0,20,1
01696,11,34.8003,139.2550,4.4,11.6,13,1
01698,11,37.8273,143.1125,5.6,44.0,32,1
01699,03,38.3823,141.1903,3.5,11.8,20,1
01700,07,34.8360,137.0367,3.7,11.0,20,1
01702,07,41.8367,142.1978,4.8,69.7,40,1
01704,23,40.3745,141.9525,3.8,44.2,32,1
01705,18,42.3205,142.9950,4.8,54.5,40,1
01706,01,31.9317,131.1078,4.1,10.8,39,1
01709,10,42.4848,143.0310,5.0,58.9,40,1
01711,20,41.9313,140.7553,3.6,12.3,20,1
01714,14,35.6185,136.3013,4.4,9.3,20,1
01717,00,34.2453,139.1712,3.7,10.5,34,1
01718,22,37.2963,138.7222,4.0,16.0,20,1
01719,05,42.1865,143.3740,4.6,43.2,40,1
01720,09,43.8562,146.1733,5.1,106.2,40,1
01722,17,38.9518,141.6525,4.3,69.7,32,1
01723,21,38.9517,141.6538,4.1,69.0,32,1
01725,15,37.1087,141.1830,4.4,84.3,32,1
01729,11,38.7873,141.6198,4.6,70.3,32,1
01730,06,35.4392,140.3568,4.1,38.7,37,1
01731,05,38.9508,141.6303,4.3,71.7,32,1
01733,05,38.6827,141.9877,4.4,57.4,32,1
01734,07,37.6543,138.3935,4.7,23.6,37,1
01736,00,41.7580,144.3718,5.8,37.0,30,1
01738,07,33.8983,134.3398,4.0,6.5,20,1
01740,06,38.4033,141.1978,3.3,11.1,20,1
01743,22,33.4683,132.2448,4.6,48.3,32,1
01746,22,36.7627,139.4515,3.1,4.0,20,1
01747,06,40.9270,140.9710,3.6,10.2,19,1
01748,18,36.9148,139.8408,4.0,7.5,19,1
01749,22,42.4758,145.1170,5.7,42.8,39,1
01751,05,38.3748,141.1242,3.7,12.5,20,1
01753,12,34.3697,139.1677,2.6,0.0,25,1
01756,13,42.5417,144.4313,4.9,77.8,40,1
01761,14,33.4655,140.8440,5.1,64.7,41,1
01764,10,34.7548,139.3122,3.1,0.0,33,1
01767,07,35.3675,133.3110,2.8,8.6,20,1
01772,17,42.9430,145.3055,4.6,86.1,39,1
01773,13,42.4323,143.1033,4.7,50.2,40,1
01774,17,38.4080,141.1913,3.0,7.0,20,1
01776,01,35.5417,139.8943,4.4,50.6,40,1
01777,11,36.9222,141.7812,5.6,31.1,32,1
01778,20,28.8530,129.8450,5.2,45.0,12,1
01779,03,41.9307,142.2975,4.5,68.9,40,1
01780,20,37.3982,138.9325,3.5,0.0,20,1
01781,03,33.2253,137.1890,5.5,39.7,40,1
01782,19,37.4048,138.9283,3.2,0.4,20,1
01784,13,42.3565,143.1023,5.1,51.3,39,1
01785,10,34.2547,132.7567,4.2,47.8,32,1
01786,20,41.3773,141.5630,4.8,108.6,32,1
01789,09,37.3212,140.8308,4.2,74.4,32,1
01790,07,24.7953,125.3798,4.5,49.9,13,1
01793,18,35.4057,133.2540,3.3,9.0,20,1
01794,07,40.3065,140.9807,3.9,8.5,20,1
01801,18,37.2567,138.9007,4.2,14.2,18,1
01802,18,37.2315,138.8458,4.2,10.1,20,1
01805,19,37.3025,138.9410,3.8,14.4,16,1
01806,19,37.3065,138.8998,4.3,11.1,20,1
01808,19,37.3218,138.9473,3.3,9.9,20,1
01810,19,37.3077,138.8870,3.3,12.8,20,1
01811,19,37.2522,138.9010,3.8,10.4,20,1
01812,19,37.2725,138.9035,3.7,10.4,20,1
01814,20,37.3583,138.9548,3.8,11.2,20,1
01816,20,37.3615,138.9147,4.1,16.0,20,1
01819,21,37.2443,138.8113,2.9,6.5,20,1
01820,21,37.2273,138.8067,3.9,0.0,20,1
01821,22,37.2713,138.9363,4.2,15.2,20,1
01823,23,37.3608,138.9997,4.0,11.2,20,1
01824,00,37.2343,138.8932,3.7,13.6,20,1
01827,00,37.4178,138.9193,4.3,15.6,20,1
01828,00,37.2598,138.9123,3.8,12.4,20,1
01829,01,37.2327,138.8490,3.6,10.0,20,1
01830,01,37.2150,138.8238,3.1,10.0,20,1
01832,01,37.1980,138.9177,3.3,10.1,20,1
01833,02,37.2482,138.8112,3.8,15.3,20,1
01836,07,37.2538,138.9147,4.3,13.3,20,1
01837,07,37.3725,138.8708,4.3,20.8,20,1
01838,08,37.2602,138.9387,4.0,13.1,20,1
01839,10,37.3073,138.9272,4.5,9.5,20,1
01840,10,37.4370,138.9283,4.1,14.9,20,1
01842,15,37.2875,138.8728,2.8,11.7,20,1
01844,17,37.3115,138.9218,3.8,11.2,20,1
01847,00,37.1993,138.8827,3.8,10.3,20,1
01848,00,37.2092,138.8895,3.7,9.1,20,1
01849,00,37.2148,138.8858,4.5,10.3,20,1
01850,02,37.1707,138.7647,3.7,7.3,20,1
01851,02,37.2980,138.8760,3.2,14.5,20,1
01852,03,37.2902,138.9135,3.5,11.8,20,1
01856,01,37.3913,138.8918,3.0,15.5,20,1
01857,20,37.2742,138.9415,4.0,11.5,20,1
01858,00,37.2698,138.8700,4.3,13.3,20,1
01859,02,37.2095,138.8463,3.9,11.2,20,1
01861,04,37.1698,138.7607,3.6,5.7,19,1
01863,10,37.3995,138.8508,3.9,14.2,20,1
01865,10,37.3057,138.9658,3.8,10.3,20,1
01870,19,37.4060,138.8892,2.8,2.6,19,1
01872,20,37.3903,138.9382,4.0,12.2,20,1
01873,21,33.6415,135.2672,4.4,38.7,32,1
01874,01,37.3827,139.0213,3.8,0.0,20,1
01876,02,37.3932,138.8798,3.7,3.0,20,1
01878,05,37.4025,138.8720,3.0,4.7,20,1
01879,15,37.4115,138.9083,3.1,1.8,20,1
01880,10,37.4062,138.8443,3.6,8.7,20,1
01881,12,37.1747,138.7572,3.6,7.5,20,1
01884,07,37.2772,138.9062,2.7,9.3,20,1
01888,18,37.3130,138.8895,3.2,9.4,20,1
01890,14,37.1767,138.8262,4.2,7.3,20,1
01892,15,37.1593,138.7425,3.6,10.0,20,1
01894,18,37.1562,138.7402,4.4,10.2,20,1
01896,11,37.3863,139.0485,4.4,0.9,20,1
01897,12,37.3818,139.0335,4.3,3.2,20,1
01898,00,33.7877,138.4103,5.7,51.2,72,1
01900,18,37.2413,138.9018,3.9,7.1,20,1
01901,17,34.0837,135.1360,3.4,6.3,20,1
01903,10,37.1655,138.7987,4.1,8.6,20,1
01905,06,37.0258,138.7737,2.9,6.2,20,1
01906,08,37.0340,138.7770,2.6,7.9,20,1
01908,17,38.8218,141.5778,4.5,75.3,32,1
01909,09,32.5023,130.5547,4.1,9.7,40,1
01912,14,37.2945,138.8570,3.8,13.2,20,1
01915,17,42.9867,145.4090,4.9,47.5,40,1
01916,14,42.9965,145.3183,4.3,48.2,40,1
01918,23,35.0392,135.8105,4.0,12.6,20,1
01919,04,41.4912,142.0568,4.6,65.0,32,1
01923,14,31.7668,129.1812,5.1,14.7,37,1
01927,17,44.0925,141.6532,4.8,7.2,20,1
01928,02,44.0975,141.6173,4.6,0.0,20,1
01929,03,40.2433,141.6520,3.8,77.0,32,1
01930,03,37.3793,138.8747,3.5,9.7,20,1
01933,21,31.9322,131.1785,3.8,12.3,40,1
01934,22,38.4493,142.1797,5.5,39.4,32,1
01935,01,35.8662,137.5778,4.2,6.1,20,1
01938,04,43.6157,144.7018,3.5,5.6,20,1
01939,08,37.2740,138.9772,3.0,9.0,20,1
01941,16,40.3460,142.1387,4.2,32.5,32,1
01944,15,37.2275,138.7963,4.1,7.4,20,1
01946,21,36.1078,139.8490,4.4,49.6,39,1
01949,12,24.8148,125.3978,4.5,49.7,12,1
01951,14,31.4615,131.3028,4.4,48.8,39,1
01952,03,34.1980,132.8335,3.9,16.9,20,1
01953,06,37.2612,138.5978,3.5,11.8,20,1
01954,14,37.2667,138.9513,3.7,8.2,20,1
01958,10,34.6163,136.4653,3.9,14.9,20,1
01960,10,33.7123,130.2438,4.6,8.5,13,1
01961,11,33.7635,130.1520,3.6,6.9,14,1
01963,11,33.7318,130.1967,4.2,17.8,28,1
01964,20,33.7980,130.1053,4.4,13.4,39,1
01966,06,33.7292,130.1935,3.9,12.2,39,1
01969,20,33.6777,130.2760,3.3,5.0,39,1
01970,01,33.7082,130.2240,3.7,7.7,38,1
01979,23,33.7050,130.2420,3.2,4.8,38,1
01982,15,35.5693,140.1845,4.4,73.0,31,1
01983,07,33.7007,130.2268,3.8,5.1,37,1
01985,06,33.6808,130.2937,4.5,11.7,37,1
01986,12,33.6633,130.3778,3.2,8.1,38,1
01988,08,37.1912,138.8298,3.5,9.1,20,1
01991,04,32.0765,132.0197,4.5,29.5,38,1
01992,00,36.4507,140.5743,4.4,56.6,39,1
01998,18,29.7318,130.0007,4.0,16.0,17,1
01999,07,35.6905,140.7068,4.7,51.2,39,1
02000,20,35.5513,139.8158,4.3,28.2,20,1
02001,06,39.2917,140.3578,4.0,10.4,20,1
02002,01,41.4932,142.0033,4.3,63.0,32,1
02003,09,34.2060,135.1982,3.3,5.0,20,1
02009,05,33.7417,130.1237,4.2,14.5,40,1
02010,08,33.5070,141.1348,5.8,55.0,33,1
02011,07,36.4145,141.0407,4.7,47.8,37,1
02014,21,35.6483,139.4138,3.4,32.6,41,1
02016,16,35.6070,140.1327,4.6,67.7,36,1
02018,17,40.0762,142.1165,4.4,47.5,32,1
02019,12,33.7043,130.2378,3.5,5.5,39,1
02020,00,36.3395,141.4457,5.6,46.0,38,1
02022,08,42.3527,143.0418,4.6,50.8,37,1
02023,16,37.2858,138.7130,3.4,15.8,20,1
02027,19,33.5040,132.0950,4.3,53.7,32,1
02028,09,34.3633,139.1682,3.4,7.7,40,1
02032,16,41.9863,142.5202,4.2,64.9,40,1
02034,12,38.3898,141.1553,3.0,11.5,20,1
02036,01,40.7813,139.1198,5.3,13.5,32,1
02038,02,36.1307,139.8352,4.2,51.1,40,1
02039,06,39.8638,141.7425,4.1,70.5,32,1
02040,11,39.0670,140.8137,4.6,9.0,20,1
02041,06,36.4843,140.8563,4.6,56.6,40,1
02042,09,39.6143,142.0135,4.3,56.2,32,1
02044,10,36.3032,141.0653,4.7,48.3,39,1
02046,22,33.8555,135.1273,4.0,27.8,20,1
02047,21,36.1340,139.8513,4.2,50.4,40,1
02048,22,38.0727,142.3535,6.6,40.3,32,1
02051,07,37.8670,142.6552,5.5,25.1,32,1
02054,16,29.4195,129.9872,4.8,53.3,32,1
02055,18,37.2117,138.5958,3.0,12.6,20,1
02060,00,33.7658,130.1155,3.8,13.9,40,1
02061,12,33.5098,132.3002,4.3,45.5,32,1
02062,13,36.2148,141.6110,5.9,62.1,39,1
02063,17,38.4172,139.9308,4.8,8.6,20,1
02064,03,28.0605,129.0110,4.9,15.5,15,1
02067,12,36.2353,140.0995,4.1,55.6,36,1
02072,22,31.8357,138.1502,6.0,438.6,41,1
02073,19,37.2018,141.5482,4.8,75.6,32,1
02074,17,37.2165,138.5745,3.7,11.5,20,1
02075,16,38.5322,141.8160,4.4,49.8,32,1
02076,20,36.2308,139.7787,4.3,58.6,38,1
02078,09,41.5987,142.8387,4.6,50.7,36,1
02080,20,43.6153,144.9070,5.1,120.1,40,1
02082,16,35.8658,140.4882,3.9,35.2,40,1
02083,12,29.3012,129.1025,4.4,8.0,14,1
02084,12,29.2923,129.0590,3.6,10.0,13,1
02086,00,36.2627,137.0420,2.5,2.2,20,1
02087,19,42.2172,144.4053,4.8,32.1,40,1
02089,12,36.2312,139.7808,4.3,58.4,39,1
02091,23,34.9412,139.2007,4.5,9.1,13,1
