id,hour,lat,lon,mag,depth,nsta,label
04598,10,32.8028,130.8468,3.8,11.2,20,1
04600,10,32.7243,130.7327,3.7,15.2,20,1
04602,11,32.8753,130.9358,2.9,9.8,19,1
04603,11,32.6873,130.7008,3.9,15.7,20,1
04605,12,32.9220,131.0887,2.9,8.4,14,1
04606,12,33.2680,131.3830,2.7,5.7,20,1
04607,12,33.0303,131.1990,3.8,6.0,20,1
04610,13,32.6970,130.7090,3.9,18.0,20,1
04611,13,33.2407,131.3405,2.9,9.0,20,1
04612,13,33.2387,131.3405,3.1,8.6,20,1
04614,14,32.7252,130.7628,3.8,11.8,20,1
04615,14,33.0447,131.2082,3.5,6.4,20,1
04616,14,32.6668,130.7538,3.0,6.6,20,1
04618,15,33.2720,131.3558,2.6,5.1,14,1
04621,16,32.6945,130.7012,3.6,10.6,20,1
04623,17,32.6410,130.6930,2.8,3.8,17,1
04624,20,32.5660,130.6598,3.7,8.5,20,1
04625,21,32.9290,131.0508,2.8,10.1,20,1
04626,21,32.7580,130.7105,2.5,8.9,20,1
04627,21,32.6160,130.7092,3.3,4.7,20,1
04629,21,32.9650,131.0658,3.8,11.7,20,1
04631,22,32.7005,130.7173,3.2,12.8,20,1
04633,23,33.2752,131.3752,3.6,9.1,20,1
04634,00,32.8605,130.8512,3.4,14.1,20,1
04635,00,32.5572,130.6568,3.6,9.0,20,1
04636,00,33.2832,131.3562,2.3,2.8,14,1
04641,03,32.8307,130.8188,3.7,9.8,20,1
04649,11,32.9900,131.0963,3.2,8.4,20,1
04650,12,32.8130,131.0983,2.6,5.3,20,1
04658,16,32.7073,130.7278,3.6,10.3,20,1
04659,17,33.2670,131.3663,2.9,9.7,20,1
04663,00,32.5365,130.6535,3.9,7.0,20,1
04665,04,32.7537,130.7527,3.4,12.7,20,1
04667,07,32.6302,130.6805,3.8,8.2,20,1
04668,08,37.0727,141.1863,4.2,51.0,40,1
04669,08,32.9607,131.1148,3.4,10.9,20,1
04671,09,32.7057,130.7228,3.4,10.6,20,1
04672,12,32.5337,130.6600,3.9,6.9,20,1
04677,18,32.6725,130.7077,3.8,16.0,20,1
04678,19,32.6945,130.7135,3.3,15.8,20,1
04680,20,33.0118,131.2175,3.0,6.4,20,1
04681,20,33.0187,131.1905,2.8,6.8,20,1
04682,20,33.0150,131.2205,3.5,6.8,20,1
04684,22,32.9958,131.1883,3.5,7.6,20,1
04687,03,32.6450,130.7425,3.0,7.4,20,1
04688,03,32.9942,131.1930,3.5,10.2,20,1
04692,09,32.7800,130.7520,3.6,9.9,20,1
04694,13,32.6928,130.7783,3.2,8.7,20,1
04697,15,32.9978,131.1890,3.8,5.3,20,1
04698,16,32.9708,131.1122,3.6,9.1,20,1
04699,17,32.5347,130.6390,4.0,8.1,20,1
04701,18,32.5375,130.6438,3.8,8.0,20,1
04702,18,32.5428,130.6515,4.0,7.8,20,1
04704,20,32.8232,130.6847,3.3,6.8,20,1
04706,23,32.6688,130.7247,3.2,10.5,20,1
04707,00,32.5342,130.6402,4.0,7.7,20,1
04710,03,32.5647,130.6458,4.1,11.1,20,1
04712,08,32.7007,130.6555,3.7,9.4,20,1
04716,16,32.8377,130.7993,4.0,15.2,20,1
04718,19,32.7533,130.7510,3.9,10.3,20,1
04719,21,37.7715,141.6888,5.8,48.5,34,1
04720,21,33.0088,131.0942,3.7,8.9,20,1
04722,22,33.3157,131.4848,2.5,4.5,20,1
04723,06,33.3128,131.4750,2.3,5.2,20,1
04724,06,33.3192,131.4705,2.9,3.4,20,1
04726,07,33.3203,131.4692,2.7,3.4,20,1
04727,08,33.3122,131.4885,2.6,4.1,20,1
04728,11,32.7887,130.7473,3.2,6.8,20,1
04730,13,32.8023,130.7083,3.1,8.0,20,1
04732,21,32.7853,130.8318,4.0,11.0,20,1
04734,23,33.5007,134.3263,4.4,33.9,40,1
